question_uuid,question_id,subject_uuid,subject_id,equivalent_no,question_text,answer_template,option_a,option_b,option_c,option_d,option_count,is_active
9bfcbd87-eb6d-5b30-8de3-3270dbada33d,S53_Q002,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,2,"Complete the third conditional: If I had known about the meeting, I ___ attended it.","If I had known about the meeting, I ___ attended it.",had,would,would have,wouldn't have,4,true
29711b46-3f50-5e75-baf0-90a3b3cb5122,S53_Q003,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,3,"Choose the correct result clause: If I had known about the meeting, I ___ attended it.","If I had known about the meeting, I ___ attended it.",had,would,wouldn't have,would have,4,true
9a1db1a3-c291-57c5-85b8-8dc9a6248631,S53_Q004,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,4,"What would the result have been? If I had known about the meeting, I ___ attended it.","If I had known about the meeting, I ___ attended it.",would have,had,would,wouldn't have,4,true
6c342792-e22f-553d-977b-cc71314d9838,S53_Q005,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,5,"If Anna had studied harder, she ___ passed the exam.","If Anna had studied harder, she ___ passed the exam.",would,had,would have,wouldn't have,4,true
01280262-2de5-504d-8bd9-82702781a382,S53_Q006,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,6,"Complete the third conditional: If Anna had studied harder, she ___ passed the exam.","If Anna had studied harder, she ___ passed the exam.",had,would,wouldn't have,would have,4,true
fa3a9a12-13ca-5512-b6e9-f64e76d657f3,S53_Q007,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,7,"Choose the correct result clause: If Anna had studied harder, she ___ passed the exam.","If Anna had studied harder, she ___ passed the exam.",wouldn't have,had,would have,would,4,true
9ca1f292-644a-541e-881b-cf790a98aaa7,S53_Q008,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,8,"What would the result have been? If Anna had studied harder, she ___ passed the exam.","If Anna had studied harder, she ___ passed the exam.",would have,wouldn't have,would,had,4,true
9f4f7650-808f-5c23-9e6d-323943a9feb7,S53_Q009,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,9,"If they had saved the file, they ___ lost the work.","If they had saved the file, they ___ lost the work.",would,wouldn't have,would have,had,4,true
13c79cd7-b5af-5b34-b175-20c1d958f3b8,S53_Q010,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,10,"Complete the third conditional: If they had saved the file, they ___ lost the work.","If they had saved the file, they ___ lost the work.",would have,wouldn't have,would,had,4,true
58b256ab-964f-56c5-be04-1e8813b0c6fe,S53_Q011,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,11,"Choose the correct result clause: If they had saved the file, they ___ lost the work.","If they had saved the file, they ___ lost the work.",wouldn't have,would have,would,had,4,true
1c0da79b-7f28-5a30-aecf-1c91815a1829,S53_Q012,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,12,"What would the result have been? If they had saved the file, they ___ lost the work.","If they had saved the file, they ___ lost the work.",would,had,wouldn't have,would have,4,true
46861985-19c2-501b-b476-2bb3c61fd6c2,S53_Q013,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,13,"If we had taken the correct turn, we ___ got lost.","If we had taken the correct turn, we ___ got lost.",had,would have,wouldn't have,would,4,true
763e2437-7e4a-517b-a67b-e5d7398af7ca,S53_Q014,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,14,"Complete the third conditional: If we had taken the correct turn, we ___ got lost.","If we had taken the correct turn, we ___ got lost.",would have,wouldn't have,would,had,4,true
9da79011-61a8-544d-96f7-c040549658e0,S53_Q015,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,15,"Choose the correct result clause: If we had taken the correct turn, we ___ got lost.","If we had taken the correct turn, we ___ got lost.",would have,had,would,wouldn't have,4,true
eeee9dc8-a788-5686-8099-8e06c030bf64,S53_Q016,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,16,"What would the result have been? If we had taken the correct turn, we ___ got lost.","If we had taken the correct turn, we ___ got lost.",had,wouldn't have,would have,would,4,true
e9092d8d-df1c-58e5-8d2a-7c881840bc8e,S53_Q017,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,17,"If I had left earlier, I ___ caught the train.","If I had left earlier, I ___ caught the train.",wouldn't have,would,would have,had,4,true
8f64e283-293e-5660-9826-cbbe3fb21ada,S53_Q018,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,18,"Complete the third conditional: If I had left earlier, I ___ caught the train.","If I had left earlier, I ___ caught the train.",would,wouldn't have,had,would have,4,true
f730e39d-85a8-55c3-9bc0-ce444459e330,S53_Q019,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,19,"Choose the correct result clause: If I had left earlier, I ___ caught the train.","If I had left earlier, I ___ caught the train.",would have,wouldn't have,would,had,4,true
4e86d499-d968-5e64-b2dd-fc460242b088,S53_Q020,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,20,"What would the result have been? If I had left earlier, I ___ caught the train.","If I had left earlier, I ___ caught the train.",had,wouldn't have,would,would have,4,true
6869c3d4-580a-50d5-9865-14b9a8b639af,S53_Q021,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,21,"If Sara had booked earlier, she ___ got a cheaper ticket.","If Sara had booked earlier, she ___ got a cheaper ticket.",would have,wouldn't have,had,would,4,true
d9017fa3-2a1b-535e-8f50-285c9b918a94,S53_Q022,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,22,"Complete the third conditional: If Sara had booked earlier, she ___ got a cheaper ticket.","If Sara had booked earlier, she ___ got a cheaper ticket.",had,wouldn't have,would,would have,4,true
0e554be7-8bfd-543d-9f72-4c1fe475f65c,S53_Q023,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,23,"Choose the correct result clause: If Sara had booked earlier, she ___ got a cheaper ticket.","If Sara had booked earlier, she ___ got a cheaper ticket.",would have,would,wouldn't have,had,4,true
6de92d1a-13a9-5284-a214-81aac6a90e7c,S53_Q024,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,24,"What would the result have been? If Sara had booked earlier, she ___ got a cheaper ticket.","If Sara had booked earlier, she ___ got a cheaper ticket.",had,wouldn't have,would,would have,4,true
2351d357-65cd-5e65-9ade-f1ff1e85370f,S53_Q025,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,25,"If they had brought an umbrella, they ___ got wet.","If they had brought an umbrella, they ___ got wet.",wouldn't have,had,would have,would,4,true
5afc9a9d-21c1-59a0-b7b7-ba9102fd5929,S53_Q026,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,26,"Complete the third conditional: If they had brought an umbrella, they ___ got wet.","If they had brought an umbrella, they ___ got wet.",had,would,wouldn't have,would have,4,true
ae2e1b37-f30c-59ef-8c90-5e9302c11f8c,S53_Q027,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,27,"Choose the correct result clause: If they had brought an umbrella, they ___ got wet.","If they had brought an umbrella, they ___ got wet.",had,would have,wouldn't have,would,4,true
bba7f868-5096-5e0d-b043-7b57f107bb24,S53_Q028,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,28,"What would the result have been? If they had brought an umbrella, they ___ got wet.","If they had brought an umbrella, they ___ got wet.",would,wouldn't have,had,would have,4,true
10613e4a-3bf8-534b-88d1-4a1c9a68bf1d,S53_Q029,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,29,"If we had remembered the key, we ___ been locked out.","If we had remembered the key, we ___ been locked out.",would,had,wouldn't have,would have,4,true
5194c976-5186-582a-9084-b2497acb520a,S53_Q030,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,30,"Complete the third conditional: If we had remembered the key, we ___ been locked out.","If we had remembered the key, we ___ been locked out.",wouldn't have,would have,had,would,4,true
bfdb098d-2e21-5096-a72c-5de1763c1e8c,S53_Q031,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,31,"Choose the correct result clause: If we had remembered the key, we ___ been locked out.","If we had remembered the key, we ___ been locked out.",had,would have,would,wouldn't have,4,true
594dcd89-860c-51a4-82f4-7f1d032c59e7,S53_Q032,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,32,"What would the result have been? If we had remembered the key, we ___ been locked out.","If we had remembered the key, we ___ been locked out.",wouldn't have,had,would have,would,4,true
b9dcb69e-2141-5b59-b505-b65e17b51aa6,S53_Q033,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,33,"If I had checked the figures, I ___ noticed the mistake.","If I had checked the figures, I ___ noticed the mistake.",wouldn't have,would,had,would have,4,true
be18511a-fb5a-5617-aab0-8b944c1a6749,S53_Q034,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,34,"Complete the third conditional: If I had checked the figures, I ___ noticed the mistake.","If I had checked the figures, I ___ noticed the mistake.",had,would have,would,wouldn't have,4,true
6f9cee7e-ce26-57f5-8eba-b14d767c38b0,S53_Q035,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,35,"Choose the correct result clause: If I had checked the figures, I ___ noticed the mistake.","If I had checked the figures, I ___ noticed the mistake.",would,wouldn't have,would have,had,4,true
80dbaf49-71e9-5a26-8aa3-76253de1700b,S53_Q036,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,36,"What would the result have been? If I had checked the figures, I ___ noticed the mistake.","If I had checked the figures, I ___ noticed the mistake.",had,wouldn't have,would,would have,4,true
f2700187-f3c9-5a1d-aa49-ea3c152b72b6,S53_Q037,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,37,"If Mary had called me, I ___ helped her.","If Mary had called me, I ___ helped her.",would,would have,wouldn't have,had,4,true
4a82d20d-f91d-5e97-b492-943d463ee084,S53_Q038,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,38,"Complete the third conditional: If Mary had called me, I ___ helped her.","If Mary had called me, I ___ helped her.",would,would have,wouldn't have,had,4,true
583dcb8f-2ac4-5158-b0ff-b0865914ee82,S53_Q039,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,39,"Choose the correct result clause: If Mary had called me, I ___ helped her.","If Mary had called me, I ___ helped her.",would have,had,would,wouldn't have,4,true
999e7b84-db5f-55c6-9b1f-cc6148df1693,S53_Q040,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,40,"What would the result have been? If Mary had called me, I ___ helped her.","If Mary had called me, I ___ helped her.",would,would have,had,wouldn't have,4,true
5e73add2-fd0b-5715-b0c0-2260b989e0ad,S53_Q041,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,41,"If they had asked for directions, they ___ found the place sooner.","If they had asked for directions, they ___ found the place sooner.",wouldn't have,had,would have,would,4,true
02289af7-d3e4-572d-b6b9-81c147a650e9,S53_Q042,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,42,"Complete the third conditional: If they had asked for directions, they ___ found the place sooner.","If they had asked for directions, they ___ found the place sooner.",wouldn't have,had,would have,would,4,true
1702517c-1495-5acd-84c1-90f93bbecbca,S53_Q043,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,43,"Choose the correct result clause: If they had asked for directions, they ___ found the place sooner.","If they had asked for directions, they ___ found the place sooner.",would have,would,wouldn't have,had,4,true
9ca3362b-30f2-576a-bda7-835df7f1256a,S53_Q044,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,44,"What would the result have been? If they had asked for directions, they ___ found the place sooner.","If they had asked for directions, they ___ found the place sooner.",would,wouldn't have,would have,had,4,true
c5e1eb60-3964-5fcf-a675-162f3831f7b5,S53_Q045,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,45,"If we had read the instructions, we ___ used the machine correctly.","If we had read the instructions, we ___ used the machine correctly.",wouldn't have,would,would have,had,4,true
67ed6ca0-ceba-5f13-99df-c864c61dc063,S53_Q046,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,46,"Complete the third conditional: If we had read the instructions, we ___ used the machine correctly.","If we had read the instructions, we ___ used the machine correctly.",wouldn't have,would have,had,would,4,true
1177bb71-92fb-5c8a-a336-f7d9e51f3449,S53_Q047,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,47,"Choose the correct result clause: If we had read the instructions, we ___ used the machine correctly.","If we had read the instructions, we ___ used the machine correctly.",would,would have,had,wouldn't have,4,true
b96d3eda-515b-5169-9c16-9fe84192daae,S53_Q048,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,48,"What would the result have been? If we had read the instructions, we ___ used the machine correctly.","If we had read the instructions, we ___ used the machine correctly.",had,would have,wouldn't have,would,4,true
2fc3c75b-ee4e-5911-a5fb-11712eb2d02a,S53_Q049,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,49,"If I had made a backup, I ___ recovered the data.","If I had made a backup, I ___ recovered the data.",wouldn't have,would,would have,had,4,true
086efea7-9cb6-5da5-91a2-b03ce4eae4c2,S53_Q050,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,50,"Complete the third conditional: If I had made a backup, I ___ recovered the data.","If I had made a backup, I ___ recovered the data.",would,would have,had,wouldn't have,4,true
ee7653dd-a6bd-59d3-8653-f6b06a7799fd,S53_Q051,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,51,"Choose the correct result clause: If I had made a backup, I ___ recovered the data.","If I had made a backup, I ___ recovered the data.",would,had,would have,wouldn't have,4,true
1706cf09-4481-5bd0-ad9f-56a3f320c6ae,S53_Q052,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,52,"What would the result have been? If I had made a backup, I ___ recovered the data.","If I had made a backup, I ___ recovered the data.",wouldn't have,would have,would,had,4,true
e46d229a-e06c-5617-baf1-a669ff98fac8,S53_Q053,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,53,"If Tom had charged his phone, he ___ called a taxi.","If Tom had charged his phone, he ___ called a taxi.",had,wouldn't have,would have,would,4,true
407db379-afec-5afa-b545-03452745ed80,S53_Q054,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,54,"Complete the third conditional: If Tom had charged his phone, he ___ called a taxi.","If Tom had charged his phone, he ___ called a taxi.",wouldn't have,would,would have,had,4,true
d9ef65a3-285f-56b7-b86c-a180cb667bd2,S53_Q055,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,55,"Choose the correct result clause: If Tom had charged his phone, he ___ called a taxi.","If Tom had charged his phone, he ___ called a taxi.",would,had,would have,wouldn't have,4,true
326e7eda-91ae-5a6f-b6b6-95fa1f872226,S53_Q056,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,56,"What would the result have been? If Tom had charged his phone, he ___ called a taxi.","If Tom had charged his phone, he ___ called a taxi.",wouldn't have,would,would have,had,4,true
1266e5dd-01b8-501e-be91-559b564e7404,S53_Q057,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,57,"If she had worn warmer clothes, she ___ felt so cold.","If she had worn warmer clothes, she ___ felt so cold.",would have,wouldn't have,would,had,4,true
8039a22f-5009-5f18-9727-4e60c3b89924,S53_Q058,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,58,"Complete the third conditional: If she had worn warmer clothes, she ___ felt so cold.","If she had worn warmer clothes, she ___ felt so cold.",had,wouldn't have,would have,would,4,true
5b39f641-5bc8-5425-b9ca-1c10692287c7,S53_Q059,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,59,"Choose the correct result clause: If she had worn warmer clothes, she ___ felt so cold.","If she had worn warmer clothes, she ___ felt so cold.",would have,had,would,wouldn't have,4,true
49183cfc-4ae5-5062-8d42-c690d0fdb702,S53_Q060,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,60,"What would the result have been? If she had worn warmer clothes, she ___ felt so cold.","If she had worn warmer clothes, she ___ felt so cold.",would have,would,wouldn't have,had,4,true
d8f9240e-e7a4-5391-8ca8-2632296d2bd6,S53_Q061,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,61,"If Ali had set an alarm, he ___ overslept.","If Ali had set an alarm, he ___ overslept.",would,wouldn't have,would have,had,4,true
ef32d89a-a47b-5c0a-b8a2-ba5eb133d9ee,S53_Q062,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,62,"Complete the third conditional: If Ali had set an alarm, he ___ overslept.","If Ali had set an alarm, he ___ overslept.",would,would have,had,wouldn't have,4,true
ed17846f-71f7-51d2-8a92-2fbfee869558,S53_Q063,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,63,"Choose the correct result clause: If Ali had set an alarm, he ___ overslept.","If Ali had set an alarm, he ___ overslept.",wouldn't have,would,would have,had,4,true
f34f1dbf-31a6-5728-8c0d-2b31ad3a48f1,S53_Q064,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,64,"What would the result have been? If Ali had set an alarm, he ___ overslept.","If Ali had set an alarm, he ___ overslept.",would have,wouldn't have,would,had,4,true
8bf52c7a-5cee-56d2-a101-7a1e06300944,S53_Q065,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,65,"If we had listened to the advice, we ___ avoided the problem.","If we had listened to the advice, we ___ avoided the problem.",had,would have,wouldn't have,would,4,true
92d3d9d7-b304-5093-b6c0-8eeef22c0383,S53_Q066,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,66,"Complete the third conditional: If we had listened to the advice, we ___ avoided the problem.","If we had listened to the advice, we ___ avoided the problem.",wouldn't have,would have,would,had,4,true
4e94151e-41ec-511f-87f1-33bf312b034b,S53_Q067,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,67,"Choose the correct result clause: If we had listened to the advice, we ___ avoided the problem.","If we had listened to the advice, we ___ avoided the problem.",would have,would,wouldn't have,had,4,true
d070fa69-6dbb-5fe4-8dec-ced6a72c9a18,S53_Q068,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,68,"What would the result have been? If we had listened to the advice, we ___ avoided the problem.","If we had listened to the advice, we ___ avoided the problem.",would,would have,wouldn't have,had,4,true
9dfb0bff-50f7-5a4c-806d-a7058cac320f,S53_Q069,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,69,"If I had left home sooner, I ___ arrived on time.","If I had left home sooner, I ___ arrived on time.",would have,wouldn't have,would,had,4,true
9b99f2f9-e4dc-58dc-b921-dafe7913a9df,S53_Q070,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,70,"Complete the third conditional: If I had left home sooner, I ___ arrived on time.","If I had left home sooner, I ___ arrived on time.",had,would have,wouldn't have,would,4,true
d1037bce-40c6-5e74-a002-f78239efd87a,S53_Q071,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,71,"Choose the correct result clause: If I had left home sooner, I ___ arrived on time.","If I had left home sooner, I ___ arrived on time.",would have,wouldn't have,would,had,4,true
f084c1e5-d91b-5d41-a077-c0ab2d3512b7,S53_Q072,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,72,"What would the result have been? If I had left home sooner, I ___ arrived on time.","If I had left home sooner, I ___ arrived on time.",would,would have,wouldn't have,had,4,true
c59476c4-594d-5f61-81bd-bc2f1757d162,S53_Q073,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,73,"If they had checked the weather, they ___ changed the plan.","If they had checked the weather, they ___ changed the plan.",would have,wouldn't have,would,had,4,true
a0036252-3958-5750-8df7-ed27df100eed,S53_Q074,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,74,"Complete the third conditional: If they had checked the weather, they ___ changed the plan.","If they had checked the weather, they ___ changed the plan.",had,wouldn't have,would,would have,4,true
062ba2a8-2d70-5583-b101-b75c99853c87,S53_Q075,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,75,"Choose the correct result clause: If they had checked the weather, they ___ changed the plan.","If they had checked the weather, they ___ changed the plan.",had,wouldn't have,would,would have,4,true
be560d93-eb97-5cba-ba0e-f40c1c6d0419,S53_Q076,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,76,"What would the result have been? If they had checked the weather, they ___ changed the plan.","If they had checked the weather, they ___ changed the plan.",wouldn't have,would,had,would have,4,true
ca74d336-73e2-5437-bab0-82c380734e8b,S53_Q077,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,77,"If Sara had taken the medicine, she ___ felt better.","If Sara had taken the medicine, she ___ felt better.",would,would have,wouldn't have,had,4,true
22a68d6a-09ea-5b1c-bb27-2a13d1692da5,S53_Q078,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,78,"Complete the third conditional: If Sara had taken the medicine, she ___ felt better.","If Sara had taken the medicine, she ___ felt better.",would have,had,would,wouldn't have,4,true
1891c4c3-10c6-5ba2-a224-b53fb4ca566c,S53_Q079,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,79,"Choose the correct result clause: If Sara had taken the medicine, she ___ felt better.","If Sara had taken the medicine, she ___ felt better.",would,would have,had,wouldn't have,4,true
851f6833-0260-506f-8d06-000f39d5fbb1,S53_Q080,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,80,"What would the result have been? If Sara had taken the medicine, she ___ felt better.","If Sara had taken the medicine, she ___ felt better.",wouldn't have,had,would have,would,4,true
a85ac1f9-d6dc-58c6-b32e-b287aa605c63,S53_Q081,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,81,"If we had reserved a table, we ___ got a seat.","If we had reserved a table, we ___ got a seat.",would have,wouldn't have,had,would,4,true
8b3a8274-7739-554c-8c69-f4d003579e9f,S53_Q082,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,82,"Complete the third conditional: If we had reserved a table, we ___ got a seat.","If we had reserved a table, we ___ got a seat.",wouldn't have,would,would have,had,4,true
8be03232-bd6d-5ab4-b8cf-9f93f8a0b1d1,S53_Q083,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,83,"Choose the correct result clause: If we had reserved a table, we ___ got a seat.","If we had reserved a table, we ___ got a seat.",had,would,would have,wouldn't have,4,true
529f7dee-72d8-51b7-9854-05a00a53158a,S53_Q084,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,84,"What would the result have been? If we had reserved a table, we ___ got a seat.","If we had reserved a table, we ___ got a seat.",would have,wouldn't have,would,had,4,true
c3850b6f-4038-5620-a26a-5cd16d59d76a,S53_Q085,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,85,"If he had remembered his passport, he ___ missed the flight.","If he had remembered his passport, he ___ missed the flight.",would,wouldn't have,had,would have,4,true
e619dc3c-82af-593d-8cc0-53359057947a,S53_Q086,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,86,"Complete the third conditional: If he had remembered his passport, he ___ missed the flight.","If he had remembered his passport, he ___ missed the flight.",would,had,would have,wouldn't have,4,true
d1acd14b-704d-575f-841e-6e3b665e4939,S53_Q087,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,87,"Choose the correct result clause: If he had remembered his passport, he ___ missed the flight.","If he had remembered his passport, he ___ missed the flight.",would have,had,would,wouldn't have,4,true
e3fe3184-cde4-5847-b201-1b3a650e0551,S53_Q088,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,88,"What would the result have been? If he had remembered his passport, he ___ missed the flight.","If he had remembered his passport, he ___ missed the flight.",would,wouldn't have,had,would have,4,true
978b0c92-9815-5705-b035-512412f4b0ed,S53_Q089,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,89,"If I had practised more, I ___ felt more confident.","If I had practised more, I ___ felt more confident.",had,wouldn't have,would,would have,4,true
81dfd3ee-6c47-577a-a308-e3d1b51ec92f,S53_Q090,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,90,"Complete the third conditional: If I had practised more, I ___ felt more confident.","If I had practised more, I ___ felt more confident.",would,would have,wouldn't have,had,4,true
64626199-7c0e-54ab-9511-c8aa8f9ff765,S53_Q091,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,91,"Choose the correct result clause: If I had practised more, I ___ felt more confident.","If I had practised more, I ___ felt more confident.",wouldn't have,would have,would,had,4,true
c6438410-6c51-54f8-81b5-a9d1aa75e28f,S53_Q092,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,92,"What would the result have been? If I had practised more, I ___ felt more confident.","If I had practised more, I ___ felt more confident.",had,wouldn't have,would have,would,4,true
fe21ad8e-7930-539f-b630-6fb1b43b098b,S53_Q093,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,93,"If they had left before rush hour, they ___ been stuck in traffic.","If they had left before rush hour, they ___ been stuck in traffic.",had,would have,would,wouldn't have,4,true
e8f6e3f5-4dc9-5f9c-bd7f-dbd897e12f7c,S53_Q094,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,94,"Complete the third conditional: If they had left before rush hour, they ___ been stuck in traffic.","If they had left before rush hour, they ___ been stuck in traffic.",had,wouldn't have,would,would have,4,true
cfca2980-db47-5820-861e-9ef585315c1f,S53_Q095,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,95,"Choose the correct result clause: If they had left before rush hour, they ___ been stuck in traffic.","If they had left before rush hour, they ___ been stuck in traffic.",would,wouldn't have,had,would have,4,true
d6c9d17f-89c1-50ca-8643-1bd9dec93f4c,S53_Q096,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,96,"What would the result have been? If they had left before rush hour, they ___ been stuck in traffic.","If they had left before rush hour, they ___ been stuck in traffic.",would,would have,had,wouldn't have,4,true
930c13bf-3b46-5646-ba42-2e371ea25983,S53_Q097,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,97,"If you had told me earlier, I ___ prepared in time.","If you had told me earlier, I ___ prepared in time.",wouldn't have,would,had,would have,4,true
4ac8a9c5-2066-5bbf-bcd5-d31acb51eb76,S53_Q098,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,98,"Complete the third conditional: If you had told me earlier, I ___ prepared in time.","If you had told me earlier, I ___ prepared in time.",wouldn't have,had,would have,would,4,true
a49486eb-9d40-575c-9f10-1bf182337935,S53_Q099,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,99,"Choose the correct result clause: If you had told me earlier, I ___ prepared in time.","If you had told me earlier, I ___ prepared in time.",had,would,would have,wouldn't have,4,true
4cf26a43-a06e-5bc1-ab61-66219edca3c8,S53_Q100,cb1ac3e5-3914-54f3-a3e7-facb82ddd2dd,53,100,"What would the result have been? If you had told me earlier, I ___ prepared in time.","If you had told me earlier, I ___ prepared in time.",would have,had,wouldn't have,would,4,true
86d65e18-4dcc-58be-9474-d69ccdcedcac,S54_Q001,ef91028d-6fd1-5619-8f72-ae8cc12d2259,54,1,"If I had studied medicine, I ___ .","If I had studied medicine, I ___ .",had be a doctor now,will be a doctor now,would be a doctor now,,3,true
0502dfa0-c44a-53f9-bee6-130d80f43c32,S54_Q002,ef91028d-6fd1-5619-8f72-ae8cc12d2259,54,2,"If Anna had accepted the job, she ___ .","If Anna had accepted the job, she ___ .",will be living in London now,would be living in London now,had be living in London now,,3,true
5755d3b7-2a89-535b-a95b-487000106e84,S54_Q003,ef91028d-6fd1-5619-8f72-ae8cc12d2259,54,3,"Ali says: 'If I had taken the course, I ___ .' ","If I had taken the course, I ___ .",will know the software now,had know the software now,would know the software now,,3,true
15323193-d4d6-5040-b937-e99413677fb2,S54_Q004,ef91028d-6fd1-5619-8f72-ae8cc12d2259,54,4,"Choose the correct mixed conditional result: If we had listened to the doctor, we ___ .","If we had listened to the doctor, we ___ .",had feel better now,would feel better now,will feel better now,,3,true
